concessionaria;praca_de_pedagio;ano_do_pnv_snv;rodovia;uf;km_m;municipio;tipo_pista;sentido;situacao;data_da_inativacao;latitude;longitude
ECO101;P1 - Pedro Canário ;2020;BR-101;ES;1,187;Pedro Canário;Principal;Crescente/Decrescente;Ativo;;-18,184679;-39,922088
ECO101;P2 - São Mateus ;2020;BR-101;ES;85,800;São Mateus;Principal;Crescente/Decrescente;Ativo;;-18,860000;-39,940000
ECO101;P3 - Aracruz ;2020;BR-101;ES;171,615;Aracruz;Principal;Crescente/Decrescente;Ativo;;-19,563100;-40,177600
ECO101;P4 - Serra ;2020;BR-101;ES;241,745;Serra;Principal;Crescente/Decrescente;Ativo;;-20,032507;-40,396538
ECO101;P5 - Guarapari ;2020;BR-101;ES;320,611;Guarapari;Principal;Crescente/Decrescente;Ativo;;-20,519316;-40,478607
ECO101;P6 - Itapemirim ;2020;BR-101;ES;398,913;Itapemirim;Principal;Crescente/Decrescente;Ativo;;-20,878542;-40,966079
ECO101;P7 - Mimoso do Sul ;2020;BR-101;ES;451,921;Mimoso do Sul;Principal;Crescente/Decrescente;Ativo;;-21,158397;-41,280614
ECOPONTE;NITEROÍ-1;2017;BR-101;RJ;322,230;Niterói;Principal;Decrescente;Ativo;;-22,877944;-43,115734
ECORIOMINAS;P06 Itaguaí;2021;BR-493;RJ;112,700;Itaguaí;Principal;Crescente/Decrescente;Ativo;;-22,820833;-43,805000
ECORIOMINAS;P07 Magé;2021;BR-116;RJ;118,200;Magé;Principal;Crescente/Decrescente;Ativo;;-22,607222;-43,028611
ECORIOMINAS;P08 Guapimirim;2021;BR-493;RJ;13,860;Guapimirim;Principal;Crescente/Decrescente;Ativo;;-22,670000;-42,980000
ECORIOMINAS;P09 Leopoldina;2021;BR-116;MG;784,320;Leopoldina;Principal;Crescente/Decrescente;Ativo;;-21,638611;-42,710277
ECORIOMINAS;P10 Laranjal;2021;BR-116;MG;724,020;Laranjal;Principal;Crescente/Decrescente;Ativo;;-21,278333;-42,412222
ECORIOMINAS;P11 São Francisco do Glória;2021;BR-116;MG;664,000;São Francisco do Glória;Principal;Crescente/Decrescente;Ativo;;-20,823611;-42,321111
ECORIOMINAS;P12 São João do Manhuaçu;2021;BR-116;MG;610,940;São João do Manhuaçu;Principal;Crescente/Decrescente;Ativo;;-20,430277;-42,163055
ECORIOMINAS;P13 Santa Bárbara do Leste;2021;BR-116;MG;551,880;Santa Bárbara do Leste;Principal;Crescente/Decrescente;Ativo;;-19,991666;-42,143611
ECORIOMINAS;P14 Inhapim;2021;BR-116;MG;488,700;Inhapim;Principal;Crescente/Decrescente;Ativo;;-19,468055;-42,133888
ECORIOMINAS;P15 Engenheiro Caldas;2021;BR-116;MG;433,600;Engenheiro Caldas;Principal;Crescente/Decrescente;Ativo;;-19,027777;-41,989444
ECORIOMINAS;P01 Eng. Pierre Berman;2021;BR-116;RJ;138,067;Magé;Principal;Crescente/Decrescente;Ativo;;-22,647307;-43,187968
ECORIOMINAS;P02 Santa Guilhermina;2021;BR-116;RJ;126,250;Magé;Principal;Crescente/Decrescente;Ativo;;-22,657363;-43,086196
ECORIOMINAS;P03 Santo Aleixo;2021;BR-116;RJ;118,702;Magé;Principal;Crescente/Decrescente;Ativo;;-22,610815;-43,032112
ECORIOMINAS;P04 Viúva Graça;2021;BR-116;RJ;211,674;Seropédica;Principal;Crescente/Decrescente;Ativo;;-22,716277;-43,716858
ECORIOMINAS;P05 Viúva Graça (B);2021;BR-116;RJ;213,103;Seropédica;Principal;Crescente/Decrescente;Ativo;;-22,715213;-43,730252
ECOSUL;Praça Capão Seco;1996;BR-392;RS;52,300;Rio Grande;Principal;Crescente/Decrescente;Ativo;;-31,851958;-52,326177
ECOSUL;Praça Cristal;1996;BR-116;RS;430,800;Cristal;Principal;Crescente/Decrescente;Ativo;;-31,026386;-52,049430
ECOSUL;Praça Glória;1996;BR-392;RS;111,400;Canguçu;Principal;Crescente/Decrescente;Ativo;;-31,449786;-52,640644
ECOSUL;Praça Pavão;1996;BR-116;RS;541,200;Capão do Leão;Principal;Crescente/Decrescente;Ativo;;-31,820075;-52,526711
ECOSUL;Praça Retiro;1996;BR-116;RS;510,700;Pelotas;Principal;Crescente/Decrescente;Ativo;;-31,625261;-52,318116
ECOVIAS DO ARAGUAIA;P1 - Aliança do Tocantins;2021;BR-153;TO;640,000;Aliança do Tocantins;Principal;Crescente/Decrescente;Ativo;;-11,446100;-48,990283
ECOVIAS DO ARAGUAIA;P2 - Alvorada;2021;BR-153;TO;744,910;Alvorada;Principal;Crescente/Decrescente;Ativo;;-12,340000;-49,150000
ECOVIAS DO ARAGUAIA;P3 - Porangatu;2021;BR-153;GO;12,500;Porangatu;Principal;Crescente/Decrescente;Ativo;;-12,943414;-49,133122
ECOVIAS DO ARAGUAIA;P4 - Estrela do Norte;2021;BR-153;GO;116,120;Estrela do Norte;Principal;Crescente/Decrescente;Ativo;;-13,791358;-49,034842
ECOVIAS DO ARAGUAIA;P5 - Campinorte;2021;BR-153;GO;182,040;Campinorte;Principal;Crescente/Decrescente;Ativo;;-14,372969;-49,158264
ECOVIAS DO ARAGUAIA;P6 - Hidrolina;2021;BR-153;GO;233,400;Hidrolina;Principal;Crescente/Decrescente;Ativo;;-14,799372;-49,284164
ECOVIAS DO ARAGUAIA;P7 - Jaraguá;2021;BR-153;GO;367,500;Jaraguá;Principal;Crescente/Decrescente;Ativo;;-15,827072;-49,281722
ECOVIAS DO ARAGUAIA;P8 - Santa Rita do Novo Destino;2021;BR-80;GO;155,500;Santa Rita do Novo Destino;Principal;Crescente/Decrescente;Ativo;;-14,814189;-49,042442
ECOVIAS DO ARAGUAIA;P9 - Corumbá de Goiás;2021;BR-414;GO;404,080;Corumbá de Goiás;Principal;Crescente/Decrescente;Ativo;;-16,001028;-48,840289
ECOVIAS DO CERRADO;P1 - UBERLÂNDIA;2020;BR-365;MG;646,000;Uberlândia;Principal;Crescente/Decrescente;Ativo;;-18,876436;-48,519762
ECOVIAS DO CERRADO;P2 - MONTE ALEGRE;2020;BR-365;MG;704,120;Monte Alegre de Minas;Principal;Crescente/Decrescente;Ativo;;-18,881821;-49,035257
ECOVIAS DO CERRADO;P3 - ITUIUTABA;2020;BR-365;MG;765,370;Ituiutaba;Principal;Crescente/Decrescente;Ativo;;-18,962292;-49,591723
ECOVIAS DO CERRADO;P4 - SANTA VITÓRIA;2020;BR-365;MG;834,450;Santa Vitória;Principal;Crescente/Decrescente;Ativo;;-18,912533;-50,224138
ECOVIAS DO CERRADO;P5 - PARANAIGUARA;2020;BR-364;GO;32,600;Paranaiguara;Principal;Crescente/Decrescente;Ativo;;-18,882177;-50,756750
ECOVIAS DO CERRADO;P6 - CACHOEIRA ALTA;2020;BR-364;GO;92,850;Cachoeira Alta;Principal;Crescente/Decrescente;Ativo;;-18,471225;-51,082657
ECOVIAS DO CERRADO;P7 - JATAÍ;2020;BR-364;GO;156,180;Jataí;Principal;Crescente/Decrescente;Ativo;;-18,111396;-51,480543
LITORAL PIONEIRO;P01 SÃO JOSÉ DOS PINHAIS;2019;BR-277;PR;60,250;São José dos Pinhais;Principal;Crescente/Decrescente;Ativo;;-25,552500;-49,036388
LITORAL PIONEIRO;P03 JACAREZINHO;2019;BR-369;PR;1,400;Jacarezinho;Principal;Crescente/Decrescente;Ativo;;-23,003888;-49,909722
LITORAL PIONEIRO;P05 CARAMBEÍ;2019;151;PR;304,250;Carambeí;Principal;Crescente/Decrescente;Ativo;;-24,912222;-50,086388
LITORAL PIONEIRO;P06 JAGUARIAÍVA;2019;151;PR;223,100;Jaguariaíva;Principal;Crescente/Decrescente;Ativo;;-24,319166;-49,778611
MSVIA;P1-Mundo Novo;2014;BR-163;MS;28,200;Mundo Novo;Principal;Crescente/Decrescente;Ativo;;-23,865169;-54,329788
MSVIA;P2-Itaquirai;2014;BR-163;MS;113,000;Itaquiraí;Principal;Crescente/Decrescente;Ativo;;-23,167432;-54,198970
MSVIA;P3-Caarapó;2014;BR-163;MS;228,200;Caarapó;Principal;Crescente/Decrescente;Ativo;;-22,476042;-54,860799
MSVIA;P4-Rio Brilhante;2014;BR-163;MS;313,500;Rio Brilhante;Principal;Crescente/Decrescente;Ativo;;-21,865146;-54,528504
MSVIA;P5-Campo Grande;2014;BR-163;MS;431,800;Campo Grande;Principal;Crescente/Decrescente;Ativo;;-20,882783;-54,504644
MSVIA;P6-Jaraguari;2014;BR-163;MS;533,800;Jaraguari;Principal;Crescente/Decrescente;Ativo;;-20,040000;-54,410000
MSVIA;P7-São Gabriel;2014;BR-163;MS;605,000;São Gabriel do Oeste;Principal;Crescente/Decrescente;Ativo;;-19,473376;-54,496991
MSVIA;P8-Rio Verde;2014;BR-163;MS;704,300;Rio Verde de Mato Grosso;Principal;Crescente/Decrescente;Ativo;;-18,722782;-54,814951
MSVIA;P9-Sonora;2014;BR-163;MS;819,200;Sonora;Principal;Crescente/Decrescente;Ativo;;-17,766671;-54,750815
RIOSP;Free Flow Itaguaí;2000;BR-101;RJ;414,900;Itaguaí;Principal;Crescente/Decrescente;Ativo;;-22,910000;-43,890000
RIOSP;Free Flow Paraty;2000;BR-101;RJ;538,500;Paraty;Principal;Crescente/Decrescente;Ativo;;-23,050000;-44,580000
RIOSP;Free Flow Mangaratiba;2000;BR-101;RJ;447,300;Mangaratiba;Principal;Crescente/Decrescente;Ativo;;-23,006320;-44,099135
RIOSP;Guararema Sul;2000;BR-116;SP;180,700;Guararema;Principal;Crescente;Ativo;;-23,340000;-46,150000
RIOSP;Arujá Rodoanel;2000;BR-116;SP;204,800;Arujá;Principal;Decrescente;Ativo;;-23,420000;-46,370000
RIOSP;Guararema Norte;2000;BR-116;SP;182,400;Santa Isabel;Principal;Decrescente;Ativo;;-23,350000;-46,160000
RIOSP;Arujá Norte;2000;BR-116;SP;204,300;Arujá;Principal;Decrescente;Ativo;;-23,410000;-46,360000
RIOSP;Arujá Sul;2000;BR-116;SP;204,300;Arujá;Principal;Crescente;Ativo;;-23,410000;-46,360000
RIOSP;Itatiaia Norte;2000;BR-116;RJ;324,800;Itatiaia;Principal;Decrescente;Ativo;;-22,490000;-44,570000
RIOSP;Itatiaia Sul;2000;BR-116;RJ;324,800;Itatiaia;Principal;Crescente;Ativo;;-22,490000;-44,570000
RIOSP;Jacareí Norte;2000;BR-116;SP;165,100;Jacareí;Principal;Decrescente;Ativo;;-23,300000;-46,010000
RIOSP;Jacareí Sul;2000;BR-116;SP;165,100;Jacareí;Principal;Crescente;Ativo;;-23,300000;-46,010000
RIOSP;Moreira César Norte;2000;BR-116;SP;87,000;Pindamonhangaba;Principal;Decrescente;Ativo;;-22,930000;-45,360000
RIOSP;Moreira César Sul;2000;BR-116;SP;87,000;Pindamonhangaba;Principal;Crescente;Ativo;;-22,930000;-45,360000
RIOSP;Viúva Graça Norte;2000;BR-116;RJ;207,100;Seropédica;Principal;Decrescente;Ativo;;-22,716155;-43,716697
RIOSP;Viuvinha Norte;2000;BR-116;RJ;208,600;Seropédica;Principal;Decrescente;Ativo;;-22,715133;-43,730239
RODOVIA DO AÇO;BARRA DA PIRAI;2016;BR-393;RJ;265,200;Barra do Piraí;Principal;Crescente/Decrescente;Ativo;;-22,485435;-43,919084
RODOVIA DO AÇO;PARAÍBA DO SUL;2016;BR-393;RJ;195,200;Paraíba do Sul;Principal;Crescente/Decrescente;Ativo;;-22,208911;-43,382139
RODOVIA DO AÇO;SAPUCAIA;2016;BR-393;RJ;125,700;Sapucaia;Principal;Crescente/Decrescente;Ativo;;-21,962326;-42,861675
TRANSBRASILIANA;P 01;2015;BR-153;SP;35,800;Onda Verde;Principal;Crescente/Decrescente;Ativo;;-20,588611;-49,318055
TRANSBRASILIANA;P 02;2015;BR-153;SP;98,900;José Bonifácio;Principal;Crescente/Decrescente;Ativo;;-20,997500;-49,628333
TRANSBRASILIANA;P 03;2015;BR-153;SP;183,800;Lins;Principal;Crescente/Decrescente;Ativo;;-21,710555;-49,808611
TRANSBRASILIANA;P 04;2015;BR-153;SP;268,100;Vera Cruz;Principal;Crescente/Decrescente;Ativo;;-22,336311;-49,898833
VIA 040;P1 - Cristalina;2010;BR-40;GO;93,275;Cristalina;Principal;Crescente/Decrescente;Ativo;;-16,738900;-47,617540
VIA 040;P10 - Lafaiete;2010;BR-40;MG;642,850;Conselheiro Lafaiete;Principal;Crescente/Decrescente;Ativo;;-20,767020;-43,806680
VIA 040;P11 - Barbacena;2010;BR-40;MG;714,100;Barbacena;Principal;Crescente/Decrescente;Ativo;;-21,262710;-43,662240
VIA 040;P2 - Paracatu;2010;BR-40;MG;17,650;Paracatu;Principal;Crescente/Decrescente;Ativo;;-17,098310;-47,026240
VIA 040;P3 - Lagoa Grande;2010;BR-40;MG;91,295;Lagoa Grande;Principal;Crescente/Decrescente;Ativo;;-17,505980;-46,564650
VIA 040;P4 - João Pinheiro;2010;BR-40;MG;172,985;João Pinheiro;Principal;Crescente/Decrescente;Ativo;;-17,945770;-46,034250
VIA 040;P5 - São Gonçalo do Abaeté;2010;BR-40;MG;254,100;São Gonçalo do Abaeté;Principal;Crescente/Decrescente;Ativo;;-18,132650;-45,408170
VIA 040;P6 - Felixlândia;2010;BR-40;MG;328,705;Felixlândia;Principal;Crescente/Decrescente;Ativo;;-18,565400;-45,021160
VIA 040;P7 - Curvelo;2010;BR-40;MG;405,353;Curvelo;Principal;Crescente/Decrescente;Ativo;;-19,079300;-44,654950
VIA 040;P8 - Capim Branco;2010;BR-40;MG;487,341;Capim Branco;Principal;Crescente/Decrescente;Ativo;;-19,601210;-44,221960
VIA 040;P9 - Itabirito;2010;BR-40;MG;577,200;Itabirito;Principal;Crescente/Decrescente;Ativo;;-20,272880;-43,951120
VIA ARAUCÁRIA;P01 São Luiz do Purunã;2019;BR-277;PR;140,000;Balsa Nova;Principal;Crescente/Decrescente;Ativo;;-25,470000;-49,660000
VIA ARAUCÁRIA;P02 Porto Amazonas;2019;BR-277;PR;165,700;Porto Amazonas;Principal;Crescente/Decrescente;Ativo;;-25,470000;-49,900000
VIA ARAUCÁRIA;P03 Irati;2019;BR-277;PR;256,100;Irati;Principal;Crescente/Decrescente;Ativo;;-25,440000;-50,720000
VIA ARAUCÁRIA;P04 Imbituva;2019;BR-373;PR;216,000;Imbituva;Principal;Crescente/Decrescente;Ativo;;-25,160000;-50,540000
VIA ARAUCÁRIA;P05 Lapa;2019;BR-476;PR;191,420;Lapa;Principal;Crescente/Decrescente;Ativo;;-25,725664;-49,699992
VIA BAHIA;Praça 1;2003;BR-324;BA;598,900;Simões Filho;Principal;Crescente/Decrescente;Ativo;;-12,751217;-38,431574
VIA BAHIA;Praça 2;2003;BR-324;BA;551,094;Amélia Rodrigues;Principal;Crescente/Decrescente;Ativo;;-12,451647;-38,708421
VIA BAHIA;Praça 3;2003;BR-116;BA;482,138;Rafael Jambeiro;Principal;Crescente/Decrescente;Ativo;;-12,531931;-39,415020
VIA BAHIA;Praça 4;2003;BR-116;BA;566,405;Brejões;Principal;Crescente/Decrescente;Ativo;;-13,008714;-39,957042
VIA BAHIA;Praça 5;2003;BR-116;BA;698,410;Jequié;Principal;Crescente/Decrescente;Ativo;;-14,055969;-40,204450
VIA BAHIA;Praça 6;2003;BR-116;BA;773,819;Planalto;Principal;Crescente/Decrescente;Ativo;;-14,646178;-40,455782
VIA BAHIA;Praça 7;2003;BR-116;BA;873,499;Vitória da Conquista;Principal;Crescente/Decrescente;Ativo;;-15,232323;-41,100949
VIA BRASIL;P1 - Claúdia;2021;BR-163;MT;897,000;Cláudia;Principal;Crescente/Decrescente;Ativo;;-11,339218;-55,331222
VIA BRASIL;P2 - Guarantã do Norte;2021;BR-163;MT;1089,450;Terra Nova do Norte;Principal;Crescente/Decrescente;Ativo;;-9,756473;-54,894430
VIA BRASIL;P3 - Trairão;2021;BR-163;PA;636,015;Trairão;Principal;Crescente/Decrescente;Ativo;;-4,620594;-55,951381
VIA COSTEIRA;P1-Laguna;2020;BR-101;SC;298,660;Laguna;Principal;Crescente/Decrescente;Ativo;;-28,350722;-48,739429
VIA COSTEIRA;P2-Tubarão;2020;BR-101;SC;344,700;Tubarão;Principal;Crescente/Decrescente;Ativo;;-28,554278;-49,054214
VIA COSTEIRA;P3-Araranguá;2020;BR-101;SC;404,550;Maracajá;Principal;Crescente/Decrescente;Ativo;;-28,897740;-49,473136
VIA COSTEIRA;P4-São João do Sul;2020;BR-101;SC;457,530;São João do Sul;Principal;Crescente/Decrescente;Ativo;;-29,243667;-49,754475
VIA MINEIRA;P1 - Itabirito;2012;BR-40;MG;577,200;Itabirito;Principal;Crescente/Decrescente;Ativo;;-20,272880;-43,951120
VIA MINEIRA;P2 - Lafaiete;2012;BR-40;MG;642,850;Conselheiro Lafaiete;Principal;Crescente/Decrescente;Ativo;;-20,767020;-43,806680
VIA MINEIRA;P3 - Barbacena;2012;BR-40;MG;714,100;Barbacena;Principal;Crescente/Decrescente;Ativo;;-21,262710;-43,662240
VIA SUL;P1-Três Cachoeiras;2019;BR-101;RS;35,200;Três Cachoeiras;Principal;Crescente/Decrescente;Ativo;;-29,520461;-49,996581
VIA SUL;P4-Montenegro;2019;BR-386;RS;426,000;Montenegro;Principal;Crescente/Decrescente;Ativo;;-29,819760;-51,360405
VIA SUL;P5-Paverama;2019;BR-386;RS;375,800;Paverama;Principal;Crescente/Decrescente;Ativo;;-29,626833;-51,775773
VIA SUL;P6-Fontoura Xavier;2019;BR-386;RS;262,700;Fontoura Xavier;Principal;Crescente/Decrescente;Ativo;;-28,905316;-52,396797
VIA SUL;P7-Victor Graeff;2019;BR-386;RS;204,400;Victor Graeff;Principal;Crescente/Decrescente;Ativo;;-28,502039;-52,644709
VIA SUL;P2-Santo Antônio da Patrulha;2017;BR-290;RS;19,400;Santo Antônio da Patrulha;Principal;Crescente/Decrescente;Ativo;;-29,885897;-50,448964
VIA SUL;P3-Gravatai;2019;BR-290;RS;60,000;Gravataí;Principal;Crescente/Decrescente;Ativo;;-29,925023;-50,859104
